battery_id,tester_cycle,health_percent,source,predicted_eol_tester
BAT_028,1200,80.0,predicted,812.9
BAT_029,50,91.05,observed,814.6
BAT_029,100,90.31,observed,814.6
BAT_029,150,89.23,observed,814.6
BAT_029,200,88.74,observed,814.6
BAT_029,250,88.05,predicted,814.6
BAT_029,300,87.33,predicted,814.6
BAT_029,350,86.62,predicted,814.6
BAT_029,400,85.91,predicted,814.6
BAT_029,450,85.2,predicted,814.6
BAT_029,500,84.48,predicted,814.6
BAT_029,550,83.77,predicted,814.6
BAT_029,600,83.06,predicted,814.6
BAT_029,650,82.35,predicted,814.6
BAT_029,700,81.63,predicted,814.6
BAT_029,750,80.92,predicted,814.6
BAT_029,800,80.21,predicted,814.6
BAT_029,850,80.0,predicted,814.6
BAT_029,900,80.0,predicted,814.6
BAT_029,950,80.0,predicted,814.6
BAT_029,1000,80.0,predicted,814.6
BAT_029,1050,80.0,predicted,814.6
BAT_029,1100,80.0,predicted,814.6
BAT_029,1150,80.0,predicted,814.6
BAT_029,1200,80.0,predicted,814.6
BAT_030,50,92.11,observed,817.6
BAT_030,100,91.24,observed,817.6
BAT_030,150,90.33,observed,817.6
BAT_030,200,89.7,observed,817.6
BAT_030,250,88.93,predicted,817.6
BAT_030,300,88.14,predicted,817.6
BAT_030,350,87.35,predicted,817.6
BAT_030,400,86.57,predicted,817.6
BAT_030,450,85.78,predicted,817.6
BAT_030,500,85.0,predicted,817.6
BAT_030,550,84.21,predicted,817.6
BAT_030,600,83.42,predicted,817.6
BAT_030,650,82.64,predicted,817.6
BAT_030,700,81.85,predicted,817.6
BAT_030,750,81.06,predicted,817.6
BAT_030,800,80.28,predicted,817.6
BAT_030,850,80.0,predicted,817.6
BAT_030,900,80.0,predicted,817.6
BAT_030,950,80.0,predicted,817.6
BAT_030,1000,80.0,predicted,817.6
BAT_030,1050,80.0,predicted,817.6
BAT_030,1100,80.0,predicted,817.6
BAT_030,1150,80.0,predicted,817.6
BAT_030,1200,80.0,predicted,817.6
