battery_id,tester_cycle,capacity_ah,source,predicted_eol_tester
BAT_027,1000,2.5352,predicted,809.4
BAT_027,1050,2.5352,predicted,809.4
BAT_027,1100,2.5352,predicted,809.4
BAT_027,1150,2.5352,predicted,809.4
BAT_027,1200,2.5352,predicted,809.4
BAT_028,50,2.8193,observed,812.9
BAT_028,100,2.8078,observed,812.9
BAT_028,150,2.7738,observed,812.9
BAT_028,200,2.7419,observed,812.9
BAT_028,250,2.7219,predicted,812.9
BAT_028,300,2.7016,predicted,812.9
BAT_028,350,2.6812,predicted,812.9
BAT_028,400,2.6609,predicted,812.9
BAT_028,450,2.6405,predicted,812.9
BAT_028,500,2.6202,predicted,812.9
BAT_028,550,2.5998,predicted,812.9
BAT_028,600,2.5794,predicted,812.9
BAT_028,650,2.5591,predicted,812.9
BAT_028,700,2.5387,predicted,812.9
BAT_028,750,2.5184,predicted,812.9
BAT_028,800,2.498,predicted,812.9
BAT_028,850,2.4928,predicted,812.9
BAT_028,900,2.4928,predicted,812.9
BAT_028,950,2.4928,predicted,812.9
BAT_028,1000,2.4928,predicted,812.9
BAT_028,1050,2.4928,predicted,812.9
BAT_028,1100,2.4928,predicted,812.9
BAT_028,1150,2.4928,predicted,812.9
BAT_028,1200,2.4928,predicted,812.9
BAT_029,50,2.9582,observed,814.6
BAT_029,100,2.934,observed,814.6
BAT_029,150,2.8991,observed,814.6
BAT_029,200,2.8833,observed,814.6
BAT_029,250,2.8606,predicted,814.6
BAT_029,300,2.8375,predicted,814.6
BAT_029,350,2.8143,predicted,814.6
BAT_029,400,2.7912,predicted,814.6
BAT_029,450,2.768,predicted,814.6
BAT_029,500,2.7449,predicted,814.6
BAT_029,550,2.7217,predicted,814.6
BAT_029,600,2.6986,predicted,814.6
BAT_029,650,2.6754,predicted,814.6
BAT_029,700,2.6523,predicted,814.6
BAT_029,750,2.6291,predicted,814.6
BAT_029,800,2.606,predicted,814.6
BAT_029,850,2.5992,predicted,814.6
BAT_029,900,2.5992,predicted,814.6
BAT_029,950,2.5992,predicted,814.6
BAT_029,1000,2.5992,predicted,814.6
BAT_029,1050,2.5992,predicted,814.6
BAT_029,1100,2.5992,predicted,814.6
BAT_029,1150,2.5992,predicted,814.6
BAT_029,1200,2.5992,predicted,814.6
BAT_030,50,2.9096,observed,817.6
BAT_030,100,2.8823,observed,817.6
BAT_030,150,2.8537,observed,817.6
BAT_030,200,2.8336,observed,817.6
BAT_030,250,2.8092,predicted,817.6
BAT_030,300,2.7844,predicted,817.6
BAT_030,350,2.7595,predicted,817.6
BAT_030,400,2.7347,predicted,817.6
BAT_030,450,2.7098,predicted,817.6
BAT_030,500,2.685,predicted,817.6
BAT_030,550,2.6602,predicted,817.6
BAT_030,600,2.6353,predicted,817.6
BAT_030,650,2.6105,predicted,817.6
BAT_030,700,2.5856,predicted,817.6
BAT_030,750,2.5608,predicted,817.6
BAT_030,800,2.5359,predicted,817.6
BAT_030,850,2.5272,predicted,817.6
BAT_030,900,2.5272,predicted,817.6
BAT_030,950,2.5272,predicted,817.6
BAT_030,1000,2.5272,predicted,817.6
BAT_030,1050,2.5272,predicted,817.6
BAT_030,1100,2.5272,predicted,817.6
BAT_030,1150,2.5272,predicted,817.6
BAT_030,1200,2.5272,predicted,817.6
